code,name,price,pct,near_high_pct,up6,tail6_gain,14h_gain,last_up,amount_yi,turnover,mcap_yi
000506,招金黄金,20.72,6.53,1.3333333333333388,4/6,0.3389830508474523,1.073170731707318,True,24.1511212,13.02145,192.42808231919997
688239,航宇科技,48.04,7.041,0.6411582213030036,4/6,0.2503651157938602,1.051524710830698,True,4.29614062,4.74515,91.7145341008
603678,火炬电子,48.72,5.913,0.49019607843137664,4/6,0.020521239482884646,0.9109730848861464,True,10.52209142,4.62351,231.6960626232
