code,name,price,pct,near_high_pct,up6,tail6_gain,14h_gain,last_up,amount_yi,turnover,mcap_yi
300131,英唐智控,17.59,3.471,0.9572072072072166,4/6,-0.17035775127769437,0.3424657534246478,True,13.49263991,7.32938,186.99292875240002
002655,共达电声,37.81,7.782,1.0986136541982596,4/6,-0.18479408658923502,0.7997867235403966,True,14.49096756,10.82885,137.34750951
