code,name,price,pct,near_high_pct,up6,tail6_gain,14h_gain,last_up,amount_yi,turnover,mcap_yi
301047,义翘神州,137.78,5.862,0.07977373268546321,5/6,2.5377688472129067,3.059316328820416,True,14.80157883,9.62333,164.7581796138
301307,美利信,56.19,6.039,1.039098274040161,4/6,0.8595988538681931,2.12148685403446,True,5.0586068,8.46356,61.54292068349999
300191,潜能恒信,33.24,3.81,0.687182551538682,4/6,0.09033423667570428,0.3320253546634344,True,3.84637694,5.28561,73.52521800000001
000510,新金路,17.51,2.939,0.45480386583284993,4/6,-0.11402508551880963,0.3436426116838476,True,6.40102375,6.1095,106.21747963920001
300153,科泰电源,24.0,7.0,0.6211180124223544,4/6,-0.16645859342490077,0.6291946308724761,True,3.43731815,4.59895,76.39922831999999
301080,百普赛斯,93.03,3.126,0.704450848543064,5/6,-0.17163698777086234,1.2512240235012628,True,15.03272372,13.13191,117.9967922868
002922,伊戈尔,27.67,4.652,0.6463195691202862,4/6,-0.18031013342950653,0.36258158085569203,True,6.14943556,5.95896,104.31591577190001
301018,申菱环境,99.4,7.343,0.3708529618121583,5/6,-0.2007628990162602,0.6377163680534315,True,16.40423141,6.00294,281.125961606
300576,容大感光,33.07,2.99,0.5712567648827352,4/6,-0.21116138763197512,0.5165603160133703,True,5.85980126,6.93995,85.6604898223
